I: Retrieving Release 
I: Retrieving Release.gpg 
Entpacken von apturl-common (0.5.2ubuntu4) ...
Vormals nicht ausgewähltes Paket python3-pycurl wird gewählt.
Vorbereitung zum Entpacken von .../python3-pycurl_7.19.3-0ubuntu3_i386.deb ...
Entpacken von python3-pycurl (7.19.3-0ubuntu3) ...
Vormals nicht ausgewähltes Paket xz-utils wird gewählt.
Vorbereitung zum Entpacken von .../xz-utils_5.1.1alpha+20120614-2ubuntu2_i386.deb ...
Entpacken von xz-utils (5.1.1alpha+20120614-2ubuntu2) ...
Vormals nicht ausgewähltes Paket unattended-upgrades wird gewählt.
Vorbereitung zum Entpacken von .../unattended-upgrades_0.82.1ubuntu2.3_all.deb ...
Entpacken von unattended-upgrades (0.82.1ubuntu2.3) ...
Vormals nicht ausgewähltes Paket python3-software-properties wird gewählt.
Vorbereitung zum Entpacken von .../python3-software-properties_0.92.37.3_all.deb ...
Entpacken von python3-software-properties (0.92.37.3) ...
Vormals nicht ausgewähltes Paket python3-defer wird gewählt.
Vorbereitung zum Entpacken von .../python3-defer_1.0.6-2build1_all.deb ...
Entpacken von python3-defer (1.0.6-2build1) ...
Vormals nicht ausgewähltes Paket python3-aptdaemon wird gewählt.
Vorbereitung zum Entpacken von .../python3-aptdaemon_1.1.1-1ubuntu5.2_all.deb ...
Entpacken von python3-aptdaemon (1.1.1-1ubuntu5.2) ...
Vormals nicht ausgewähltes Paket gir1.2-vte-2.90 wird gewählt.
Vorbereitung zum Entpacken von .../gir1.2-vte-2.90_1%3a0.34.9-1ubuntu1_i386.deb ...
Entpacken von gir1.2-vte-2.90 (1:0.34.9-1ubuntu1) ...
Vormals nicht ausgewähltes Paket aptdaemon-data wird gewählt.
Vorbereitung zum Entpacken von .../aptdaemon-data_1.1.1-1ubuntu5.2_all.deb ...
Entpacken von aptdaemon-data (1.1.1-1ubuntu5.2) ...
Vormals nicht ausgewähltes Paket python3-aptdaemon.gtk3widgets wird gewählt.
Vorbereitung zum Entpacken von .../python3-aptdaemon.gtk3widgets_1.1.1-1ubuntu5.2_all.deb ...
Entpacken von python3-aptdaemon.gtk3widgets (1.1.1-1ubuntu5.2) ...
Vormals nicht ausgewähltes Paket software-properties-common wird gewählt.
Vorbereitung zum Entpacken von .../software-properties-common_0.92.37.3_all.deb ...
Entpacken von software-properties-common (0.92.37.3) ...
Vormals nicht ausgewähltes Paket software-properties-gtk wird gewählt.
Vorbereitung zum Entpacken von .../software-properties-gtk_0.92.37.3_all.deb ...
Entpacken von software-properties-gtk (0.92.37.3) ...
Vormals nicht ausgewähltes Paket gir1.2-javascriptcoregtk-3.0 wird gewählt.
Vorbereitung zum Entpacken von .../gir1.2-javascriptcoregtk-3.0_2.4.8-1ubuntu1~ubuntu14.04.1_i386.deb ...
Entpacken von gir1.2-javascriptcoregtk-3.0 (2.4.8-1ubuntu1~ubuntu14.04.1) ...
Vormals nicht ausgewähltes Paket gir1.2-webkit-3.0 wird gewählt.
Vorbereitung zum Entpacken von .../gir1.2-webkit-3.0_2.4.8-1ubuntu1~ubuntu14.04.1_i386.deb ...
Entpacken von gir1.2-webkit-3.0 (2.4.8-1ubuntu1~ubuntu14.04.1) ...
Vormals nicht ausgewähltes Paket apturl wird gewählt.
Vorbereitung zum Entpacken von .../apturl_0.5.2ubuntu4_i386.deb ...
Entpacken von apturl (0.5.2ubuntu4) ...
Vormals nicht ausgewähltes Paket avahi-autoipd wird gewählt.
Vorbereitung zum Entpacken von .../avahi-autoipd_0.6.31-4ubuntu1_i386.deb ...
Entpacken von avahi-autoipd (0.6.31-4ubuntu1) ...
Vormals nicht ausgewähltes Paket avahi-utils wird gewählt.
Vorbereitung zum Entpacken von .../avahi-utils_0.6.31-4ubuntu1_i386.deb ...
Entpacken von avahi-utils (0.6.31-4ubuntu1) ...
Vormals nicht ausgewähltes Paket libgtop2-common wird gewählt.
Vorbereitung zum Entpacken von .../libgtop2-common_2.28.5-2_all.deb ...
Entpacken von libgtop2-common (2.28.5-2) ...
Vormals nicht ausgewähltes Paket libgtop2-7 wird gewählt.
Vorbereitung zum Entpacken von .../libgtop2-7_2.28.5-2_i386.deb ...
Entpacken von libgtop2-7 (2.28.5-2) ...
Vormals nicht ausgewähltes Paket bamfdaemon wird gewählt.
Vorbereitung zum Entpacken von .../bamfdaemon_0.5.1+14.04.20140409-0ubuntu1_i386.deb ...
Entpacken von bamfdaemon (0.5.1+14.04.20140409-0ubuntu1) ...
Vormals nicht ausgewähltes Paket baobab wird gewählt.
Vorbereitung zum Entpacken von .../baobab_3.8.2-1ubuntu1_i386.deb ...
Entpacken von baobab (3.8.2-1ubuntu1) ...
Vormals nicht ausgewähltes Paket binutils wird gewählt.
Vorbereitung zum Entpacken von .../binutils_2.24-5ubuntu13_i386.deb ...
Entpacken von binutils (2.24-5ubuntu13) ...
Vormals nicht ausgewähltes Paket bluez wird gewählt.
Vorbereitung zum Entpacken von .../bluez_4.101-0ubuntu13.1_i386.deb ...
Entpacken von bluez (4.101-0ubuntu13.1) ...
Vormals nicht ausgewähltes Paket bluez-alsa:i386 wird gewählt.
Vorbereitung zum Entpacken von .../bluez-alsa_4.101-0ubuntu13.1_i386.deb ...
Entpacken von bluez-alsa:i386 (4.101-0ubuntu13.1) ...
Vormals nicht ausgewähltes Paket poppler-utils wird gewählt.
Vorbereitung zum Entpacken von .../poppler-utils_0.24.5-2ubuntu4.2_i386.deb ...
Entpacken von poppler-utils (0.24.5-2ubuntu4.2) ...
Vormals nicht ausgewähltes Paket cups-filters-core-drivers wird gewählt.
Vorbereitung zum Entpacken von .../cups-filters-core-drivers_1.0.52-0ubuntu1.5_i386.deb ...
Entpacken von cups-filters-core-drivers (1.0.52-0ubuntu1.5) ...
Vormals nicht ausgewähltes Paket cups-core-drivers wird gewählt.
Vorbereitung zum Entpacken von .../cups-core-drivers_1.7.2-0ubuntu1.6_i386.deb ...
Entpacken von cups-core-drivers (1.7.2-0ubuntu1.6) ...
Vormals nicht ausgewähltes Paket gsfonts wird gewählt.
Vorbereitung zum Entpacken von .../gsfonts_1%3a8.11+urwcyr1.0.7~pre44-4.2ubuntu1_all.deb ...
Entpacken von gsfonts (1:8.11+urwcyr1.0.7~pre44-4.2ubuntu1) ...
Vormals nicht ausgewähltes Paket ghostscript wird gewählt.
Vorbereitung zum Entpacken von .../ghostscript_9.10~dfsg-0ubuntu10.3_i386.deb ...
Entpacken von ghostscript (9.10~dfsg-0ubuntu10.3) ...
Vormals nicht ausgewähltes Paket cups-server-common wird gewählt.
Vorbereitung zum Entpacken von .../cups-server-common_1.7.2-0ubuntu1.6_all.deb ...
Entpacken von cups-server-common (1.7.2-0ubuntu1.6) ...
Vormals nicht ausgewähltes Paket cups-ppdc wird gewählt.
Vorbereitung zum Entpacken von .../cups-ppdc_1.7.2-0ubuntu1.6_i386.deb ...
Entpacken von cups-ppdc (1.7.2-0ubuntu1.6) ...
Vormals nicht ausgewähltes Paket cups-filters wird gewählt.
Vorbereitung zum Entpacken von .../cups-filters_1.0.52-0ubuntu1.5_i386.deb ...
Entpacken von cups-filters (1.0.52-0ubuntu1.5) ...
Vormals nicht ausgewähltes Paket cups wird gewählt.
Vorbereitung zum Entpacken von .../cups_1.7.2-0ubuntu1.6_i386.deb ...
Entpacken von cups (1.7.2-0ubuntu1.6) ...
Vormals nicht ausgewähltes Paket bluez-cups wird gewählt.
Vorbereitung zum Entpacken von .../bluez-cups_4.101-0ubuntu13.1_i386.deb ...
Entpacken von bluez-cups (4.101-0ubuntu13.1) ...
Vormals nicht ausgewähltes Paket branding-ubuntu wird gewählt.
Vorbereitung zum Entpacken von .../branding-ubuntu_0.8_all.deb ...
»Umleitung von /usr/share/aisleriot/pixmaps/slot.svg zu /usr/share/aisleriot/pixmaps/slot.svg.unbranded durch branding-ubuntu« wird hinzugefügt
»Umleitung von /usr/share/aisleriot/pixmaps/baize.png zu /usr/share/aisleriot/pixmaps/baize.png.unbranded durch branding-ubuntu« wird hinzugefügt
»Umleitung von /usr/share/aisleriot/cards/bonded.svg zu /usr/share/aisleriot/cards/bonded.svg.unbranded durch branding-ubuntu« wird hinzugefügt
»Umleitung von /usr/share/gnome-mahjongg/themes/postmodern.svg zu /usr/share/gnome-mahjongg/themes/postmodern.svg.unbranded durch branding-ubuntu« wird hinzugefügt
Entpacken von branding-ubuntu (0.8) ...
Vormals nicht ausgewähltes Paket libburn4 wird gewählt.
Vorbereitung zum Entpacken von .../libburn4_1.3.4-0ubuntu1_i386.deb ...
Entpacken von libburn4 (1.3.4-0ubuntu1) ...
Vormals nicht ausgewähltes Paket libjte1 wird gewählt.
Vorbereitung zum Entpacken von .../libjte1_1.19-2_i386.deb ...
Entpacken von libjte1 (1.19-2) ...
Vormals nicht ausgewähltes Paket libisofs6 wird gewählt.
Vorbereitung zum Entpacken von .../libisofs6_1.3.4-0ubuntu1_i386.deb ...
Entpacken von libisofs6 (1.3.4-0ubuntu1) ...
Vormals nicht ausgewähltes Paket libtotem-plparser18 wird gewählt.
Vorbereitung zum Entpacken von .../libtotem-plparser18_3.10.2-0ubuntu1_i386.deb ...
Entpacken von libtotem-plparser18 (3.10.2-0ubuntu1) ...
Vormals nicht ausgewähltes Paket brasero-common wird gewählt.
Vorbereitung zum Entpacken von .../brasero-common_3.10.0-0ubuntu1_all.deb ...
Entpacken von brasero-common (3.10.0-0ubuntu1) ...
Vormals nicht ausgewähltes Paket genisoimage wird gewählt.
Vorbereitung zum Entpacken von .../genisoimage_9%3a1.1.11-2ubuntu3_i386.deb ...
Entpacken von genisoimage (9:1.1.11-2ubuntu3) ...
Vormals nicht ausgewähltes Paket growisofs wird gewählt.
Vorbereitung zum Entpacken von .../growisofs_7.1-10build1_i386.deb ...
Entpacken von growisofs (7.1-10build1) ...
Vormals nicht ausgewähltes Paket dvd+rw-tools wird gewählt.
Vorbereitung zum Entpacken von .../dvd+rw-tools_7.1-10build1_i386.deb ...
Entpacken von dvd+rw-tools (7.1-10build1) ...
Vormals nicht ausgewähltes Paket libbrasero-media3-1 wird gewählt.
Vorbereitung zum Entpacken von .../libbrasero-media3-1_3.10.0-0ubuntu1_i386.deb ...
Entpacken von libbrasero-media3-1 (3.10.0-0ubuntu1) ...
Vormals nicht ausgewähltes Paket udisks2 wird gewählt.
Vorbereitung zum Entpacken von .../udisks2_2.1.3-1ubuntu0.1_i386.deb ...
Entpacken von udisks2 (2.1.3-1ubuntu0.1) ...
Vormals nicht ausgewähltes Paket desktop-file-utils wird gewählt.
Vorbereitung zum Entpacken von .../desktop-file-utils_0.22-1ubuntu1_i386.deb ...
Entpacken von desktop-file-utils (0.22-1ubuntu1) ...
Vormals nicht ausgewähltes Paket gvfs-common wird gewählt.
Vorbereitung zum Entpacken von .../gvfs-common_1.20.3-0ubuntu1.1_all.deb ...
Entpacken von gvfs-common (1.20.3-0ubuntu1.1) ...
Vormals nicht ausgewähltes Paket gvfs-libs:i386 wird gewählt.
Vorbereitung zum Entpacken von .../gvfs-libs_1.20.3-0ubuntu1.1_i386.deb ...
Entpacken von gvfs-libs:i386 (1.20.3-0ubuntu1.1) ...
Vormals nicht ausgewähltes Paket gvfs-daemons wird gewählt.
Vorbereitung zum Entpacken von .../gvfs-daemons_1.20.3-0ubuntu1.1_i386.deb ...
Entpacken von gvfs-daemons (1.20.3-0ubuntu1.1) ...
Vormals nicht ausgewähltes Paket gvfs:i386 wird gewählt.
Vorbereitung zum Entpacken von .../gvfs_1.20.3-0ubuntu1.1_i386.deb ...
Entpacken von gvfs:i386 (1.20.3-0ubuntu1.1) ...
Vormals nicht ausgewähltes Paket brasero wird gewählt.
Vorbereitung zum Entpacken von .../brasero_3.10.0-0ubuntu1_i386.deb ...
Entpacken von brasero (3.10.0-0ubuntu1) ...
Vormals nicht ausgewähltes Paket wodim wird gewählt.
Vorbereitung zum Entpacken von .../wodim_9%3a1.1.11-2ubuntu3_i386.deb ...
Entpacken von wodim (9:1.1.11-2ubuntu3) ...
Vormals nicht ausgewähltes Paket brasero-cdrkit wird gewählt.
Vorbereitung zum Entpacken von .../brasero-cdrkit_3.10.0-0ubuntu1_i386.deb ...
Entpacken von brasero-cdrkit (3.10.0-0ubuntu1) ...
Vormals nicht ausgewähltes Paket python3-lxml wird gewählt.
Vorbereitung zum Entpacken von .../python3-lxml_3.3.3-1ubuntu0.1_i386.deb ...
Entpacken von python3-lxml (3.3.3-1ubuntu0.1) ...
Vormals nicht ausgewähltes Paket plainbox-secure-policy wird gewählt.
Vorbereitung zum Entpacken von .../plainbox-secure-policy_0.5.3-2_all.deb ...
Entpacken von plainbox-secure-policy (0.5.3-2) ...
Vormals nicht ausgewähltes Paket python3-plainbox wird gewählt.
Vorbereitung zum Entpacken von .../python3-plainbox_0.5.3-2_all.deb ...
Entpacken von python3-plainbox (0.5.3-2) ...
Vormals nicht ausgewähltes Paket python3-chardet wird gewählt.
Vorbereitung zum Entpacken von .../python3-chardet_2.2.1-2~ubuntu1_all.deb ...
Entpacken von python3-chardet (2.2.1-2~ubuntu1) ...
Vormals nicht ausgewähltes Paket python3-six wird gewählt.
Vorbereitung zum Entpacken von .../python3-six_1.5.2-1ubuntu1_all.deb ...
Entpacken von python3-six (1.5.2-1ubuntu1) ...
Vormals nicht ausgewähltes Paket python3-urllib3 wird gewählt.
Vorbereitung zum Entpacken von .../python3-urllib3_1.7.1-1ubuntu3_all.deb ...
Entpacken von python3-urllib3 (1.7.1-1ubuntu3) ...
Vormals nicht ausgewähltes Paket python3-requests wird gewählt.
Vorbereitung zum Entpacken von .../python3-requests_2.2.1-1ubuntu0.3_all.deb ...
Entpacken von python3-requests (2.2.1-1ubuntu0.3) ...
Vormals nicht ausgewähltes Paket gir1.2-gudev-1.0 wird gewählt.
Vorbereitung zum Entpacken von .../gir1.2-gudev-1.0_1%3a204-5ubuntu20.12_i386.deb ...
Entpacken von gir1.2-gudev-1.0 (1:204-5ubuntu20.12) ...
Vormals nicht ausgewähltes Paket python3-pyparsing wird gewählt.
Vorbereitung zum Entpacken von .../python3-pyparsing_2.0.1+dfsg1-1build1_all.deb ...
Entpacken von python3-pyparsing (2.0.1+dfsg1-1build1) ...
Vormals nicht ausgewähltes Paket python3-checkbox-support wird gewählt.
Vorbereitung zum Entpacken von .../python3-checkbox-support_0.2-1_all.deb ...
Entpacken von python3-checkbox-support (0.2-1) ...
Vormals nicht ausgewähltes Paket python3-checkbox-ng wird gewählt.
Vorbereitung zum Entpacken von .../python3-checkbox-ng_0.3-2_all.deb ...
Entpacken von python3-checkbox-ng (0.3-2) ...
Vormals nicht ausgewähltes Paket checkbox-ng wird gewählt.
Vorbereitung zum Entpacken von .../checkbox-ng_0.3-2_all.deb ...
Entpacken von checkbox-ng (0.3-2) ...
Vormals nicht ausgewähltes Paket checkbox-ng-service wird gewählt.
Vorbereitung zum Entpacken von .../checkbox-ng-service_0.3-2_all.deb ...
Entpacken von checkbox-ng-service (0.3-2) ...
Vormals nicht ausgewähltes Paket plainbox-provider-resource-generic wird gewählt.
Vorbereitung zum Entpacken von .../plainbox-provider-resource-generic_0.3-1_i386.deb ...
Entpacken von plainbox-provider-resource-generic (0.3-1) ...
Vormals nicht ausgewähltes Paket plainbox-provider-checkbox wird gewählt.
Vorbereitung zum Entpacken von .../plainbox-provider-checkbox_0.4-1_i386.deb ...
Entpacken von plainbox-provider-checkbox (0.4-1) ...
Vormals nicht ausgewähltes Paket checkbox-gui wird gewählt.
Vorbereitung zum Entpacken von .../checkbox-gui_0.17.6-0ubuntu6_i386.deb ...
Entpacken von checkbox-gui (0.17.6-0ubuntu6) ...
Vormals nicht ausgewähltes Paket gnome-desktop3-data wird gewählt.
Vorbereitung zum Entpacken von .../gnome-desktop3-data_3.8.4-0ubuntu3.1_all.deb ...
Entpacken von gnome-desktop3-data (3.8.4-0ubuntu3.1) ...
Vormals nicht ausgewähltes Paket libgnome-desktop-3-7 wird gewählt.
Vorbereitung zum Entpacken von .../libgnome-desktop-3-7_3.8.4-0ubuntu3.1_i386.deb ...
Entpacken von libgnome-desktop-3-7 (3.8.4-0ubuntu3.1) ...
Vormals nicht ausgewähltes Paket gnome-video-effects wird gewählt.
Vorbereitung zum Entpacken von .../gnome-video-effects_0.4.1-0ubuntu1_all.deb ...
Entpacken von gnome-video-effects (0.4.1-0ubuntu1) ...
Vormals nicht ausgewähltes Paket cheese wird gewählt.
Vorbereitung zum Entpacken von .../cheese_3.10.2-0ubuntu2_i386.deb ...
Entpacken von cheese (3.10.2-0ubuntu2) ...
Vormals nicht ausgewähltes Paket colord wird gewählt.
Vorbereitung zum Entpacken von .../colord_1.0.6-1_i386.deb ...
Entpacken von colord (1.0.6-1) ...
Vormals nicht ausgewähltes Paket compiz-core wird gewählt.
Vorbereitung zum Entpacken von .../compiz-core_1%3a0.9.11.3+14.04.20150313-0ubuntu1_i386.deb ...
Entpacken von compiz-core (1:0.9.11.3+14.04.20150313-0ubuntu1) ...
Vormals nicht ausgewähltes Paket libdecoration0 wird gewählt.
Vorbereitung zum Entpacken von .../libdecoration0_1%3a0.9.11.3+14.04.20150313-0ubuntu1_i386.deb ...
Entpacken von libdecoration0 (1:0.9.11.3+14.04.20150313-0ubuntu1) ...
Vormals nicht ausgewähltes Paket compiz-plugins-default wird gewählt.
Vorbereitung zum Entpacken von .../compiz-plugins-default_1%3a0.9.11.3+14.04.20150313-0ubuntu1_i386.deb ...
Entpacken von compiz-plugins-default (1:0.9.11.3+14.04.20150313-0ubuntu1) ...
Vormals nicht ausgewähltes Paket libprotobuf8:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libprotobuf8_2.5.0-9ubuntu1_i386.deb ...
Entpacken von libprotobuf8:i386 (2.5.0-9ubuntu1) ...
Vormals nicht ausgewähltes Paket libcompizconfig0 wird gewählt.
Vorbereitung zum Entpacken von .../libcompizconfig0_1%3a0.9.11.3+14.04.20150313-0ubuntu1_i386.deb ...
Entpacken von libcompizconfig0 (1:0.9.11.3+14.04.20150313-0ubuntu1) ...
Vormals nicht ausgewähltes Paket metacity-common wird gewählt.
Vorbereitung zum Entpacken von .../metacity-common_1%3a2.34.13-0ubuntu4.1_all.deb ...
Entpacken von metacity-common (1:2.34.13-0ubuntu4.1) ...
Vormals nicht ausgewähltes Paket libmetacity-private0a wird gewählt.
Vorbereitung zum Entpacken von .../libmetacity-private0a_1%3a2.34.13-0ubuntu4.1_i386.deb ...
Entpacken von libmetacity-private0a (1:2.34.13-0ubuntu4.1) ...
Vormals nicht ausgewähltes Paket libwnck-common wird gewählt.
Vorbereitung zum Entpacken von .../libwnck-common_1%3a2.30.7-0ubuntu4_all.deb ...
Entpacken von libwnck-common (1:2.30.7-0ubuntu4) ...
Vormals nicht ausgewähltes Paket libwnck22 wird gewählt.
Vorbereitung zum Entpacken von .../libwnck22_1%3a2.30.7-0ubuntu4_i386.deb ...
Entpacken von libwnck22 (1:2.30.7-0ubuntu4) ...
Vormals nicht ausgewähltes Paket gnome-settings-daemon-schemas wird gewählt.
Vorbereitung zum Entpacken von .../gnome-settings-daemon-schemas_3.8.6.1-0ubuntu11.2_all.deb ...
Entpacken von gnome-settings-daemon-schemas (3.8.6.1-0ubuntu11.2) ...
Vormals nicht ausgewähltes Paket compiz-gnome wird gewählt.
Vorbereitung zum Entpacken von .../compiz-gnome_1%3a0.9.11.3+14.04.20150313-0ubuntu1_i386.deb ...
Entpacken von compiz-gnome (1:0.9.11.3+14.04.20150313-0ubuntu1) ...
Vormals nicht ausgewähltes Paket compiz wird gewählt.
Vorbereitung zum Entpacken von .../compiz_1%3a0.9.11.3+14.04.20150313-0ubuntu1_all.deb ...
Entpacken von compiz (1:0.9.11.3+14.04.20150313-0ubuntu1) ...
Vormals nicht ausgewähltes Paket cracklib-runtime wird gewählt.
Vorbereitung zum Entpacken von .../cracklib-runtime_2.9.1-1build1_i386.deb ...
Entpacken von cracklib-runtime (2.9.1-1build1) ...
Vormals nicht ausgewähltes Paket wireless-regdb wird gewählt.
Vorbereitung zum Entpacken von .../wireless-regdb_2013.02.13-1ubuntu1_all.deb ...
Entpacken von wireless-regdb (2013.02.13-1ubuntu1) ...
Vormals nicht ausgewähltes Paket crda wird gewählt.
Vorbereitung zum Entpacken von .../crda_1.1.2-1ubuntu2_i386.deb ...
Entpacken von crda (1.1.2-1ubuntu2) ...
Vormals nicht ausgewähltes Paket cups-browsed wird gewählt.
Vorbereitung zum Entpacken von .../cups-browsed_1.0.52-0ubuntu1.5_i386.deb ...
Entpacken von cups-browsed (1.0.52-0ubuntu1.5) ...
Vormals nicht ausgewähltes Paket dc wird gewählt.
Vorbereitung zum Entpacken von .../dc_1.06.95-8ubuntu1_i386.deb ...
Entpacken von dc (1.06.95-8ubuntu1) ...
Vormals nicht ausgewähltes Paket dconf-cli wird gewählt.
Vorbereitung zum Entpacken von .../dconf-cli_0.20.0-1_i386.deb ...
Entpacken von dconf-cli (0.20.0-1) ...
Vormals nicht ausgewähltes Paket libcdio13 wird gewählt.
Vorbereitung zum Entpacken von .../libcdio13_0.83-4.1ubuntu1_i386.deb ...
Entpacken von libcdio13 (0.83-4.1ubuntu1) ...
Vormals nicht ausgewähltes Paket libcdio-cdda1 wird gewählt.
Vorbereitung zum Entpacken von .../libcdio-cdda1_0.83-4.1ubuntu1_i386.deb ...
Entpacken von libcdio-cdda1 (0.83-4.1ubuntu1) ...
Vormals nicht ausgewähltes Paket libcdio-paranoia1 wird gewählt.
Vorbereitung zum Entpacken von .../libcdio-paranoia1_0.83-4.1ubuntu1_i386.deb ...
Entpacken von libcdio-paranoia1 (0.83-4.1ubuntu1) ...
Vormals nicht ausgewähltes Paket gvfs-backends wird gewählt.
Vorbereitung zum Entpacken von .../gvfs-backends_1.20.3-0ubuntu1.1_i386.deb ...
Entpacken von gvfs-backends (1.20.3-0ubuntu1.1) ...
Vormals nicht ausgewähltes Paket deja-dup-backend-gvfs wird gewählt.
Vorbereitung zum Entpacken von .../deja-dup-backend-gvfs_30.0-0ubuntu4_all.deb ...
Entpacken von deja-dup-backend-gvfs (30.0-0ubuntu4) ...
Vormals nicht ausgewähltes Paket dialog wird gewählt.
Vorbereitung zum Entpacken von .../dialog_1.2-20130928-1_i386.deb ...
Entpacken von dialog (1.2-20130928-1) ...
Vormals nicht ausgewähltes Paket diffstat wird gewählt.
Vorbereitung zum Entpacken von .../diffstat_1.58-1_i386.deb ...
Entpacken von diffstat (1.58-1) ...
Vormals nicht ausgewähltes Paket libuuid-perl wird gewählt.
Vorbereitung zum Entpacken von .../libuuid-perl_0.05-1_i386.deb ...
Entpacken von libuuid-perl (0.05-1) ...
Vormals nicht ausgewähltes Paket libyaml-tiny-perl wird gewählt.
Vorbereitung zum Entpacken von .../libyaml-tiny-perl_1.56-1_all.deb ...
Entpacken von libyaml-tiny-perl (1.56-1) ...
Vormals nicht ausgewähltes Paket doc-base wird gewählt.
Vorbereitung zum Entpacken von .../doc-base_0.10.5_all.deb ...
Entpacken von doc-base (0.10.5) ...
